;-0.395886;0.006470;-0.951689;-0.332041;0.046510;-0.964629;-0.327647;0.007813;-0.981475;-0.314218;-0.001831;-0.978789;-0.142460;-0.064211;-1.063387;-0.071169;0.190924;-1.027131;-0.428724;-0.131352;-0.976348;-0.174688;-0.194952;-0.971587;-0.311777;0.087771;-1.040315;-0.341807;-0.241584;-0.941557;-0.235725;-0.247932;-0.977324;-0.203864;-0.297372;-0.949369;-0.183233;0.737449;-0.710959;0.014893;0.799218;-0.664327;0.186773;0.800683;-0.603534;-0.317514;0.962431;-0.177374;-0.503189;0.283456;-0.869777
;-0.390637;0.007202;-0.935575;-0.328379;0.047243;-0.956084;-0.325571;0.008789;-0.980254;-0.316904;-0.003784;-0.983428;-0.143559;-0.064089;-1.066560;-0.072268;0.189581;-1.026398;-0.429090;-0.135258;-0.980865;-0.174322;-0.199713;-0.977446;-0.312631;0.087161;-1.039216;-0.343516;-0.243660;-0.948271;-0.237312;-0.248054;-0.978423;-0.204230;-0.297738;-0.946684;-0.177862;0.738914;-0.703512;0.017212;0.797143;-0.659444;0.187628;0.797021;-0.600238;-0.314218;0.957548;-0.177129;-0.499038;0.279672;-0.870143
;-0.394787;0.007569;-0.943022;-0.329478;0.047731;-0.963286;-0.330332;0.007691;-0.985625;-0.318247;-0.003174;-0.976470;-0.146367;-0.065310;-1.063387;-0.076052;0.190558;-1.027131;-0.431898;-0.135258;-0.973296;-0.176641;-0.196051;-0.972319;-0.315561;0.087893;-1.042390;-0.345347;-0.245613;-0.936552;-0.238411;-0.248543;-0.973662;-0.205573;-0.297372;-0.944120;-0.186041;0.744896;-0.712790;0.013184;0.800195;-0.665425;0.184820;0.797143;-0.604877;-0.319101;0.958037;-0.181280;-0.503311;0.281747;-0.867458
;-0.393322;0.000000;-0.944731;-0.330943;0.043458;-0.959502;-0.328257;0.007447;-0.979400;-0.319590;-0.009156;-0.983550;-0.145512;-0.067873;-1.065218;-0.076052;0.188604;-1.025055;-0.431409;-0.141728;-0.981231;-0.176763;-0.205573;-0.978423;-0.315317;0.088259;-1.032990;-0.348887;-0.243904;-0.953642;-0.240730;-0.247078;-0.976714;-0.206793;-0.295175;-0.942289;-0.178228;0.743064;-0.702414;0.018921;0.795434;-0.660420;0.186651;0.793847;-0.600482;-0.315317;0.958403;-0.178960;-0.500015;0.279794;-0.869167
;-0.406751;0.001343;-0.968291;-0.340709;0.042970;-0.965727;-0.336558;0.006226;-0.975005;-0.321787;-0.000488;-0.979644;-0.151250;-0.060427;-1.061433;-0.078372;0.191046;-1.022614;-0.436659;-0.139653;-0.976958;-0.182256;-0.199957;-0.966826;-0.312143;0.088382;-1.040925;-0.346324;-0.245491;-0.938383;-0.238777;-0.247932;-0.972686;-0.205084;-0.296152;-0.944364;-0.182501;0.738426;-0.709006;0.015748;0.799585;-0.664083;0.187384;0.797509;-0.604022;-0.317514;0.960722;-0.177984;-0.502701;0.280770;-0.871120
;-0.401379;0.003174;-0.956572;-0.334849;0.044679;-0.957548;-0.331919;0.007691;-0.971953;-0.320444;-0.008789;-0.982452;-0.146733;-0.067507;-1.061678;-0.076052;0.189825;-1.022248;-0.433607;-0.132939;-0.977324;-0.179449;-0.194708;-0.968413;-0.312265;0.087283;-1.033601;-0.344737;-0.242927;-0.946318;-0.236824;-0.245125;-0.979156;-0.203986;-0.295419;-0.947905;-0.179205;0.733665;-0.701803;0.016114;0.795068;-0.661031;0.186041;0.796533;-0.599750;-0.315683;0.959502;-0.174322;-0.500992;0.281258;-0.872341
;-0.404065;0.001709;-0.959624;-0.337046;0.043702;-0.962187;-0.333262;0.008301;-0.975249;-0.320078;0.001953;-0.982696;-0.149174;-0.059816;-1.062898;-0.075686;0.192877;-1.022858;-0.430921;-0.137211;-0.976348;-0.176153;-0.202155;-0.977324;-0.313974;0.088748;-1.036164;-0.344127;-0.242073;-0.944364;-0.237068;-0.247322;-0.978423;-0.204352;-0.297494;-0.947416;-0.180303;0.733054;-0.704855;0.016968;0.795312;-0.661397;0.187628;0.796899;-0.601947;-0.316538;0.962187;-0.175909;-0.501114;0.281625;-0.873684
;-0.401501;0.004151;-0.963164;-0.334605;0.045167;-0.963408;-0.330943;0.007691;-0.975615;-0.318003;-0.007569;-0.982940;-0.145756;-0.066164;-1.062166;-0.074099;0.188971;-1.024811;-0.431898;-0.130863;-0.979522;-0.178472;-0.191900;-0.968535;-0.310922;0.086673;-1.034089;-0.343394;-0.239631;-0.942777;-0.235237;-0.245125;-0.977202;-0.202521;-0.297616;-0.947660;-0.178960;0.731345;-0.705344;0.017212;0.794458;-0.660542;0.188482;0.797143;-0.601336;-0.316172;0.962065;-0.175909;-0.500992;0.281136;-0.874904
;-0.399304;0.002564;-0.959624;-0.334239;0.043580;-0.962553;-0.329478;0.008423;-0.976714;-0.317881;-0.000977;-0.983062;-0.146977;-0.063967;-1.063631;-0.074221;0.190558;-1.027009;-0.432020;-0.133915;-0.979156;-0.178716;-0.195563;-0.970000;-0.311899;0.087283;-1.035310;-0.344615;-0.242073;-0.947538;-0.236824;-0.246467;-0.978667;-0.202887;-0.297250;-0.947660;-0.180425;0.732688;-0.706076;0.016724;0.795068;-0.660298;0.188482;0.797509;-0.601703;-0.314951;0.961699;-0.173833;-0.499649;0.281625;-0.873317
;-0.399304;0.004395;-0.956450;-0.333750;0.046388;-0.962798;-0.329966;0.008179;-0.976958;-0.318125;-0.002441;-0.980987;-0.146855;-0.064821;-1.063264;-0.074465;0.190069;-1.025788;-0.431654;-0.133549;-0.977446;-0.177496;-0.197272;-0.972319;-0.312754;0.088259;-1.036530;-0.344249;-0.240730;-0.944120;-0.237068;-0.246467;-0.974883;-0.203741;-0.298105;-0.944975;-0.180670;0.733421;-0.707663;0.015259;0.793969;-0.662862;0.187750;0.797265;-0.602679;-0.316416;0.961821;-0.176641;-0.501968;0.281625;-0.873195
;-0.400891;0.003540;-0.959257;-0.337535;0.045778;-0.964140;-0.330821;0.007813;-0.976470;-0.318857;-0.002686;-0.981841;-0.148320;-0.064821;-1.063509;-0.075930;0.187994;-1.025299;-0.433729;-0.132572;-0.978789;-0.180670;-0.193731;-0.967681;-0.312265;0.087527;-1.033723;-0.344981;-0.242073;-0.948759;-0.237922;-0.247078;-0.975249;-0.204108;-0.297983;-0.943754;-0.179449;0.731834;-0.704123;0.016968;0.792504;-0.659688;0.187384;0.795434;-0.600970;-0.314707;0.959502;-0.177740;-0.500137;0.279916;-0.872829
;-0.402722;0.001831;-0.960722;-0.335337;0.045534;-0.962553;-0.332530;0.007324;-0.975249;-0.320200;-0.001465;-0.981719;-0.149785;-0.063478;-1.063142;-0.076296;0.190313;-1.026764;-0.434339;-0.135136;-0.977446;-0.180181;-0.194830;-0.970366;-0.314341;0.087161;-1.033723;-0.344859;-0.242683;-0.945707;-0.239387;-0.247810;-0.974761;-0.204962;-0.298227;-0.945219;-0.181158;0.732444;-0.706931;0.014893;0.793969;-0.663716;0.188116;0.796411;-0.602923;-0.316416;0.961333;-0.179815;-0.502334;0.281381;-0.873684
;-0.400769;0.002564;-0.960112;-0.335093;0.045045;-0.961699;-0.331797;0.007324;-0.974761;-0.319346;-0.005005;-0.983794;-0.149174;-0.066286;-1.063875;-0.076296;0.188482;-1.025055;-0.433851;-0.133183;-0.979888;-0.179815;-0.196173;-0.971831;-0.313242;0.087405;-1.033845;-0.345225;-0.240852;-0.947416;-0.238044;-0.245735;-0.975127;-0.205695;-0.296396;-0.944975;-0.180181;0.730979;-0.704367;0.016114;0.792993;-0.662007;0.187994;0.796045;-0.600238;-0.315439;0.959502;-0.178472;-0.501602;0.281014;-0.872219
;-0.402112;0.003052;-0.960722;-0.335826;0.045534;-0.962431;-0.332407;0.007935;-0.975982;-0.319101;-0.000244;-0.981719;-0.149663;-0.061769;-1.062898;-0.076052;0.191290;-1.024567;-0.434095;-0.132328;-0.975371;-0.178716;-0.196051;-0.971831;-0.313730;0.088015;-1.033112;-0.345714;-0.241584;-0.943510;-0.238655;-0.245735;-0.976104;-0.205695;-0.297494;-0.946928;-0.182012;0.731712;-0.708884;0.014161;0.794580;-0.662862;0.187262;0.798242;-0.601825;-0.317392;0.961455;-0.177984;-0.502457;0.281747;-0.872341
;-0.399792;0.004273;-0.957670;-0.335093;0.044801;-0.961821;-0.329966;0.007691;-0.975249;-0.318491;-0.004639;-0.983062;-0.147832;-0.065432;-1.063264;-0.075198;0.188971;-1.024201;-0.432508;-0.131840;-0.978545;-0.177496;-0.195929;-0.973418;-0.313364;0.088992;-1.033601;-0.344859;-0.240730;-0.945829;-0.238655;-0.245613;-0.975982;-0.204352;-0.296762;-0.945951;-0.179937;0.730002;-0.707175;0.015137;0.794458;-0.662007;0.187750;0.797754;-0.601825;-0.317514;0.961699;-0.176885;-0.500870;0.281136;-0.872341
;-0.400525;0.002441;-0.961089;-0.335948;0.044435;-0.963164;-0.331065;0.007324;-0.977446;-0.318979;-0.002319;-0.982085;-0.148686;-0.063234;-1.063631;-0.075198;0.190435;-1.024811;-0.432752;-0.133427;-0.978057;-0.177984;-0.196417;-0.972075;-0.312631;0.088015;-1.036164;-0.344737;-0.242317;-0.943754;-0.237434;-0.246467;-0.975737;-0.204474;-0.296884;-0.946196;-0.180059;0.730247;-0.707663;0.015992;0.793115;-0.661519;0.187628;0.796777;-0.600726;-0.315927;0.961089;-0.177374;-0.500748;0.280892;-0.873195
;-0.400403;0.004517;-0.960478;-0.335826;0.045412;-0.963896;-0.331309;0.007691;-0.976470;-0.318857;-0.004028;-0.981475;-0.146855;-0.063234;-1.063020;-0.074831;0.190069;-1.024567;-0.433119;-0.133183;-0.977202;-0.176763;-0.195440;-0.971709;-0.312631;0.087771;-1.036530;-0.345347;-0.242073;-0.943876;-0.237190;-0.246223;-0.976226;-0.203131;-0.296640;-0.945707;-0.181280;0.730857;-0.708029;0.015870;0.793603;-0.662618;0.188604;0.796899;-0.600970;-0.315805;0.961455;-0.177984;-0.500503;0.281381;-0.872097
